TransactionID,CustomerID,Amount,IP_Location,Device,TransactionTime,TransactionDate,TransactionType,OldBalance,NewBalance,SenderAccount,ReceiverAccount,SenderLocation,ReceiverLocation,SenderBank,ReceiverBank,isFraud
1775,6181,2220.89,9.60.36.31,Desktop,14:48:31,2012-02-19,Deposit,8022.11,5801.219999999999,GB81ENUP93698041351802,GB70VHKV31007208891369,New Heather,New Heather,CIMB,Mandiri,0
690,9195,19184.55,90.0.217.225,Desktop,09:09:11,1971-07-06,Withdrawal,15491.04,-3693.5099999999984,GB48ZXUL21415245309593,GB86MYYM53757706952317,Gentryview,Lake Jenniferbury,BRI,BNI,1
1913,1415,154.57,51.215.101.57,Desktop,20:53:35,1987-09-08,Purchase,5324.6,5170.030000000001,GB32GGOF20296164384453,GB44TKTZ39720540809034,Shawnburgh,Shawnburgh,Mandiri,BRI,0
2,3082,17879.02,106.153.44.202,Tablet,03:00:37,1982-09-02,Deposit,17801.62,-77.40000000000146,GB38BWFS94298471930400,GB05ZXJH89508019072472,Lake Josephborough,Lake Nathaniel,BRI,CIMB,1
409,4747,3101.52,75.247.41.11,Mobile,07:56:12,1981-05-22,Withdrawal,2404.29,-697.23,GB67QUDU63540462846108,GB66EUXK55403897317842,North Michelle,New Caroline,BNI,BCA,1
225,1083,11833.22,38.51.218.230,Tablet,14:24:24,2000-10-20,Deposit,13823.75,1990.5300000000007,GB90RSFP75072597102559,GB79SOGT01415131561831,Cooperchester,East Chelseafurt,BRI,CIMB,1
1553,8458,1801.77,124.95.54.129,Mobile,19:30:41,2017-07-07,Purchase,7503.69,5701.92,GB15OSOO73546431884579,GB78FPCL82517258780384,East Chloeberg,East Chloeberg,BNI,BRI,0
1611,9446,973.08,43.87.216.19,Mobile,13:47:15,1994-07-04,Purchase,15534.26,14561.18,GB67XKRX89875917531910,GB71DTHG15293738621800,Floresstad,Floresstad,BRI,Mandiri,0
1408,3581,4691.95,77.136.233.219,Desktop,18:42:20,1997-02-19,Transfer,14833.04,10141.09,GB48YQXA34326269115795,GB79GFBD35986617958782,Rebeccaview,Rebeccaview,CIMB,Mandiri,0
1901,8048,6536.44,32.19.27.234,Mobile,00:12:55,1974-11-21,Transfer,17815.56,11279.120000000003,GB78LRHW07825069790351,GB26SEUS01934096823773,Port Cathyland,Port Cathyland,Mandiri,BNI,0
1926,7375,183.75,191.95.222.57,Mobile,07:01:12,1984-04-17,Deposit,2710.69,2526.94,GB18YNKZ73311378294545,GB96FMTR92871176455711,West Ashley,West Ashley,BNI,BRI,0
1617,3706,3493.63,188.145.159.93,Desktop,22:59:18,2014-02-02,Deposit,9053.7,5560.070000000001,GB37OCUK42200964991070,GB06ZGSO59713109279217,South Tiffanymouth,South Tiffanymouth,BRI,BNI,0
1621,9817,43.68,59.171.157.35,Desktop,07:29:31,1976-11-23,Deposit,8159.81,8116.13,GB32OYHK48414672459338,GB55XJBV42848653002449,West Brandy,West Brandy,BRI,BRI,0
1879,3577,3986.3,47.155.155.116,Mobile,03:16:15,2013-08-21,Deposit,10652.41,6666.11,GB75NGBR20320870022214,GB91ICWD20711176764343,Trevorburgh,Trevorburgh,BCA,CIMB,0
819,1130,16175.17,171.232.43.62,Tablet,06:39:20,1978-03-09,Purchase,12836.6,-3338.5699999999997,GB94GMJQ69476717200240,GB54EAQU88417037645319,New Jasmineton,South Mary,BRI,BNI,1
1433,7030,3590.09,62.117.251.253,Mobile,01:54:54,1986-01-07,Deposit,11364.6,7774.51,GB98RDCR56326308778291,GB57OUVV14793070907024,West Molly,West Molly,BNI,CIMB,0
619,3236,11981.87,150.74.154.141,Desktop,01:22:06,1979-01-28,Purchase,12307.87,326.0,GB23IKUP99510326442495,GB18DCNR34606290873979,Rodgersborough,Whitefort,Mandiri,Mandiri,1
919,5868,6103.99,132.170.137.249,Desktop,18:17:51,2000-03-05,Deposit,4908.75,-1195.2399999999998,GB16UNPV03350178429516,GB04QMWU19335606018537,New Garymouth,New Melissa,BCA,BCA,1
813,6688,1211.47,148.193.211.44,Mobile,07:05:59,2012-04-07,Withdrawal,1958.21,746.74,GB74CQJN68826304092811,GB35SWCU58827011651308,Robinview,South Andrewburgh,Mandiri,CIMB,1
192,1359,18053.54,112.32.240.36,Tablet,08:52:38,2005-08-31,Withdrawal,12732.31,-5321.230000000001,GB41PPOL17673795991167,GB51IFKJ62770457945007,East Christian,Nancyburgh,BRI,CIMB,1
329,9940,1873.25,149.101.55.236,Tablet,15:21:07,1986-03-06,Withdrawal,2595.05,721.8000000000002,GB89JCON67597471146345,GB61MOTX12314961532834,Lopezville,Cookemouth,CIMB,BRI,1
911,5365,12861.9,147.235.242.243,Tablet,13:05:44,2007-09-22,Withdrawal,18577.08,5715.180000000002,GB21CJHA31626320036586,GB60PHSG49400133080478,North Elizabethchester,New Kendramouth,BCA,Mandiri,1
1297,6192,1019.87,2.153.113.168,Tablet,09:50:46,1974-04-06,Transfer,5877.06,4857.1900000000005,GB14MGHN64367228221255,GB93YWUX87927773703055,Lake Wayneberg,Lake Wayneberg,Mandiri,CIMB,0
930,1873,6734.0,7.133.211.44,Tablet,09:10:51,1981-06-28,Purchase,4610.19,-2123.8100000000004,GB12WIJD86357465034568,GB68OYVW87161426580963,West Paulchester,West Robertview,BCA,BNI,1
666,3582,8044.71,131.148.120.209,Tablet,23:43:03,2014-03-15,Transfer,12116.21,4071.499999999999,GB92PEZM47319259156372,GB93MHQJ82107685137884,Charlesfurt,Michaelville,Mandiri,BCA,1
1634,4239,3792.71,175.104.97.219,Desktop,00:01:52,1981-07-14,Purchase,15687.88,11895.169999999998,GB04FMRM55008111988798,GB02XTDY62001117464607,South Roberthaven,South Roberthaven,BNI,CIMB,0
287,2571,6202.98,92.174.142.35,Tablet,09:08:14,2003-04-22,Transfer,6220.15,17.170000000000073,GB98HTXD80009376210636,GB51PUMX86376197401821,East Aaron,North Melody,CIMB,BCA,1
651,9313,9244.25,129.108.221.132,Tablet,18:22:07,2024-11-16,Withdrawal,7501.34,-1742.9099999999999,GB21HGNC29108174822121,GB30MOKQ47243505618398,East Benjaminton,New Sarah,CIMB,BNI,1
870,3512,12393.61,135.117.145.65,Mobile,23:10:11,1971-09-18,Withdrawal,12450.25,56.63999999999942,GB20MNQB51072221873902,GB84DHFL83322957839368,Lauraburgh,Frankberg,Mandiri,CIMB,1
880,5075,8432.9,12.95.11.140,Desktop,23:30:21,1974-01-18,Deposit,9253.12,820.2200000000012,GB42JPPZ29924675253024,GB09WEBA60613833003258,North Cindymouth,Doughertymouth,BRI,BNI,1
1345,7603,1919.73,185.154.112.48,Desktop,10:17:37,1994-07-09,Deposit,6255.71,4335.98,GB95XSDK45451318671255,GB18PEEI96895513779838,New Jenniferside,New Jenniferside,BRI,BRI,0
1548,3916,5481.15,177.252.12.99,Mobile,21:38:42,2000-05-14,Withdrawal,14961.11,9479.960000000001,GB88QZIN99422500665724,GB06EGFP19011292473150,Patriciabury,Patriciabury,BNI,BNI,0
35,7425,20589.26,27.130.67.11,Desktop,20:06:55,1973-04-30,Withdrawal,18968.28,-1620.9799999999996,GB90NSUN48545160532296,GB46WVTT36315626550832,Clarkburgh,Port Kelly,BRI,CIMB,1
856,3791,8934.05,92.149.57.240,Mobile,03:19:41,1972-01-29,Purchase,8765.88,-168.17000000000007,GB63TLZZ58117402706961,GB96WMCQ49410259757989,Bryanbury,Port Sandra,Mandiri,BRI,1
821,3748,15493.54,123.106.38.241,Mobile,08:27:31,1977-12-15,Purchase,19293.52,3799.9799999999996,GB54VVBX54643260232402,GB90HEVC93584537109854,Angelafurt,Sarahhaven,BRI,BNI,1
1978,8003,3929.97,64.153.162.54,Tablet,07:41:42,1999-12-01,Deposit,19373.24,15443.270000000002,GB25JELW73332332662145,GB65XIHF79117813844175,West Candiceborough,West Candiceborough,BNI,BRI,0
1323,1403,1261.89,100.179.113.113,Mobile,11:46:36,1987-01-30,Withdrawal,13712.34,12450.45,GB65KNFL05569667941228,GB59GBOW00810226037501,South Faithton,South Faithton,CIMB,BCA,0
1597,8098,2343.42,122.156.122.37,Mobile,13:44:09,1970-05-20,Transfer,10670.53,8327.11,GB48USZF79051928238493,GB43BLQJ01813593052115,Port Patriciashire,Port Patriciashire,CIMB,CIMB,0
1437,7335,2037.84,130.224.135.150,Mobile,07:00:30,1988-11-30,Transfer,10620.84,8583.0,GB44DEBC93187511302372,GB62IWVN48551164391300,Shawnborough,Shawnborough,CIMB,Mandiri,0
283,7108,7864.53,70.134.172.81,Tablet,01:54:09,2022-08-24,Transfer,12626.39,4761.86,GB09AFJM26331130552765,GB86FTFR51741213517382,West Devinview,Mooreborough,BCA,Mandiri,1
1494,6063,4591.38,157.113.53.73,Tablet,05:16:56,1995-06-30,Withdrawal,18024.69,13433.309999999998,GB67THSQ35748987837442,GB37SNWC37043610087043,South Danachester,South Danachester,BCA,BCA,0
595,5160,1640.19,106.203.213.184,Desktop,06:43:57,2019-02-08,Purchase,2687.6,1047.4099999999999,GB82QBWK08030477852113,GB26IVNB73965253598346,West Jonathan,Maryshire,BRI,BCA,1
404,5062,16264.72,131.181.233.123,Desktop,03:51:41,1988-10-07,Deposit,15476.16,-788.5599999999995,GB87WMSC18529662703881,GB03QXES69517228925714,West Corey,Moniqueton,BCA,CIMB,1
1521,9249,308.93,111.19.185.81,Desktop,05:06:45,1980-12-03,Deposit,1782.02,1473.09,GB11IAFL65564624896147,GB83YBZN98024746764044,Dunnville,Dunnville,BCA,Mandiri,0
264,5015,9576.5,175.193.97.166,Tablet,02:53:13,1983-06-02,Withdrawal,9105.76,-470.7399999999998,GB90QNGZ62778456832845,GB28RLRF78128956079242,Sarahside,Longborough,CIMB,BNI,1
1214,3992,2534.94,181.77.78.63,Mobile,19:18:29,1996-08-23,Withdrawal,7547.53,5012.59,GB16ARPA56256943552759,GB98HRRN70268036150517,South Jennifer,South Jennifer,BRI,BRI,0
1068,8427,485.46,95.180.199.238,Mobile,14:14:00,1999-06-26,Purchase,17785.19,17299.73,GB95QLXH34366242018655,GB19VVDQ84479196759391,Townsendport,Townsendport,Mandiri,Mandiri,0
181,2187,16817.06,154.209.213.110,Desktop,21:15:26,2000-02-09,Purchase,14835.55,-1981.510000000002,GB14ZQCL40798345238139,GB13YBQY28433569383486,Brownchester,Lake Nicolestad,BCA,BNI,1
1276,2352,318.04,17.9.56.65,Tablet,02:32:32,2012-04-28,Transfer,5061.09,4743.05,GB31ULKB60535244505426,GB75NCSR79263308482363,New Sarah,New Sarah,BNI,BCA,0
1759,9509,4718.93,65.247.219.249,Tablet,22:07:26,2022-06-21,Deposit,16094.1,11375.17,GB93RLNW32811165902742,GB34GLDO21201078760995,Brownbury,Brownbury,BRI,CIMB,0
1986,5760,455.45,94.51.98.130,Tablet,04:55:52,1987-05-11,Transfer,17581.94,17126.489999999998,GB12XFMO90587669124740,GB82NWYM44191160633268,Daisytown,Daisytown,CIMB,BCA,0
577,2567,4828.17,163.40.53.82,Desktop,00:58:29,1990-05-04,Withdrawal,3835.83,-992.3400000000001,GB35ILYJ34450751927962,GB43RVJY21356812002546,Danielstad,Bairdfurt,Mandiri,BCA,1
1967,9999,2258.57,50.25.114.15,Desktop,02:08:54,2017-09-24,Purchase,10363.21,8104.639999999999,GB88ZQGJ75085524314658,GB61WKYW93347233152867,Clarkmouth,Clarkmouth,BNI,BNI,0
78,6502,5376.06,16.111.244.175,Tablet,11:56:43,1991-09-30,Withdrawal,4642.16,-733.9000000000005,GB18HWRT08894693363397,GB27YHHS56488240514610,Parkport,Port Karen,BNI,BNI,1
466,5589,16293.6,172.160.173.162,Tablet,17:20:33,2003-09-13,Withdrawal,17236.0,942.3999999999996,GB89TZIO72452498207299,GB26MHFX93126511800483,South Raybury,Hollandtown,BCA,BNI,1
1086,1267,6440.66,9.121.151.248,Tablet,17:52:12,1998-11-07,Purchase,16878.56,10437.900000000001,GB03DQZX53065608185794,GB79RGVR47948238234580,Cassandrafurt,Cassandrafurt,BCA,CIMB,0
1716,9333,2863.35,28.243.7.55,Desktop,03:33:33,1987-03-23,Deposit,14031.88,11168.529999999999,GB47XQMS54226555105248,GB86VAUG36116357203639,South William,South William,BRI,CIMB,0
1937,4045,741.96,119.135.44.18,Tablet,22:36:53,2022-04-10,Transfer,7715.78,6973.82,GB57JRBQ67074123782377,GB93IFHD96749649046767,Walshberg,Walshberg,Mandiri,CIMB,0
23,9039,1918.07,128.228.175.239,Tablet,00:09:03,1993-12-28,Deposit,1578.81,-339.26,GB61HHKA80072050830901,GB36GHTE43609048960382,Stevenstad,South Thomas,BNI,BCA,1
1728,2673,1676.53,185.216.4.58,Desktop,18:24:50,2024-09-11,Transfer,14335.73,12659.199999999999,GB88GUKY77777530662560,GB64GLNY49870351821878,Carrstad,Carrstad,BRI,Mandiri,0
1040,4789,453.62,201.64.35.109,Desktop,17:09:24,2004-12-21,Deposit,2453.75,2000.13,GB32SEDM24055068153316,GB85EXQB35993645052815,Mcdanielport,Mcdanielport,BCA,CIMB,0
1988,6644,4065.98,190.207.116.88,Mobile,04:36:30,1998-03-17,Transfer,10795.78,6729.800000000001,GB42OAGI54089859889792,GB89EXAX02984624462686,Lake Charlesmouth,Lake Charlesmouth,CIMB,BNI,0
1082,4227,461.57,51.95.238.218,Tablet,21:59:57,1992-07-22,Deposit,8818.53,8356.960000000001,GB27OZOQ31368481303586,GB94KBJG62996124971482,Port Christinabury,Port Christinabury,Mandiri,BNI,0
1018,9256,1272.85,57.165.163.217,Mobile,11:43:08,2003-03-22,Withdrawal,6429.36,5156.51,GB34ONHM55612153296095,GB60CNVO26683648732444,Murphyfort,Murphyfort,Mandiri,BNI,0
1505,3243,1841.62,40.110.179.97,Mobile,16:47:25,1978-08-01,Deposit,6192.22,4350.6,GB03SNWN02619286215047,GB72KYFT12904301368548,North Stephanieport,North Stephanieport,Mandiri,BRI,0
1234,7687,3608.42,31.238.219.135,Tablet,16:44:19,1989-05-02,Purchase,16555.36,12946.94,GB59HBLO99221242529437,GB42HNQJ40699464008911,Lake Janet,Lake Janet,CIMB,BRI,0
956,6069,2216.48,69.182.164.98,Tablet,02:58:22,2003-03-08,Transfer,1677.32,-539.1600000000001,GB89EVTH22522543025566,GB81VQKY31176497641437,Lake Jesse,Lake Danielland,Mandiri,CIMB,1
549,5633,12733.22,112.249.6.56,Mobile,08:24:07,1987-11-25,Withdrawal,14204.48,1471.2600000000002,GB38QAYW85070350653931,GB42UJEP17447459206001,Coxburgh,North Jasonmouth,BCA,BCA,1
1030,9765,3201.54,143.53.233.244,Desktop,18:26:19,1997-10-05,Withdrawal,8049.79,4848.25,GB76LSKC58675429772653,GB86MXGA70011129373548,West Jason,West Jason,Mandiri,Mandiri,0
1733,5959,2184.98,24.191.61.5,Tablet,17:25:25,2018-08-04,Deposit,12408.25,10223.27,GB30YJNA68815937044916,GB65YZYS01836549279475,Valeriebury,Valeriebury,BNI,BRI,0
739,8981,7650.34,112.42.156.50,Mobile,14:42:38,2014-02-05,Deposit,5614.89,-2035.4499999999998,GB39KAVV96009611333332,GB38NMHB47885852240398,Priceberg,Brookeborough,BRI,Mandiri,1
1498,9229,2723.54,96.20.226.224,Mobile,06:02:08,1972-10-16,Purchase,7935.63,5212.09,GB76YHGF13162190802603,GB46PRKW56466977997237,Lake Emma,Lake Emma,BCA,CIMB,0
1361,3159,70.29,9.127.51.8,Tablet,13:00:27,2018-02-07,Purchase,5988.26,5917.97,GB34DXVE50827321092684,GB13ICVA87145765864511,Lisatown,Lisatown,BRI,CIMB,0
48,7608,10533.56,203.17.113.69,Tablet,00:06:23,1973-07-17,Purchase,12647.7,2114.1400000000012,GB64GBXN16792924276316,GB39EBRI65076111566028,South Sarah,East Maria,Mandiri,Mandiri,1
1113,7141,712.02,56.30.246.217,Desktop,01:44:43,1977-05-06,Transfer,5236.87,4524.85,GB31SORA83956301420603,GB02BEML46292981903573,Yangmouth,Yangmouth,BRI,BRI,0
1924,3290,1667.05,196.123.39.157,Desktop,21:36:29,2007-05-26,Withdrawal,4227.0,2559.95,GB31TSXO42878656531547,GB64XPDT94372861916459,Herreraberg,Herreraberg,BNI,CIMB,0
1272,5051,480.59,131.90.127.62,Desktop,07:32:22,1992-06-10,Purchase,8239.47,7758.879999999999,GB38LVHG39148827209739,GB32TDVD48452490781254,Lake Iantown,Lake Iantown,BRI,BRI,0
516,7071,8590.53,196.237.142.188,Desktop,13:24:22,2005-11-08,Deposit,11567.61,2977.08,GB40LXMS07987197541073,GB81IDGF54702274305574,East Samuelbury,South Vickie,BCA,CIMB,1
653,2734,10582.56,49.247.214.162,Tablet,12:24:32,2007-02-04,Deposit,11808.06,1225.5,GB31IECJ90310739577188,GB13YCDG50835245995960,Jameschester,Amandafurt,BRI,Mandiri,1
414,7915,3428.76,17.46.189.55,Mobile,16:35:07,1994-03-01,Withdrawal,4084.11,655.3499999999999,GB34BIEM86685239030973,GB95WGDG27284512972708,Jennamouth,Port Justinview,BRI,BRI,1
1263,1491,1351.15,112.182.96.119,Tablet,00:57:45,1989-03-09,Withdrawal,7242.19,5891.039999999999,GB52AMVS45584038814644,GB35NKUH74844459117368,Lake Jenniferton,Lake Jenniferton,BRI,CIMB,0
440,7309,10593.88,103.150.1.186,Tablet,08:53:51,2012-09-27,Deposit,9292.17,-1301.7099999999991,GB44GUJM28305547481493,GB53RLUD74767643832228,South Vanessa,Dawsonchester,CIMB,BRI,1
1690,3660,948.94,73.37.185.55,Mobile,19:57:45,1994-06-16,Transfer,7301.1,6352.16,GB27IBOF77215456564654,GB10JIBP66734044111786,Zacharyfort,Zacharyfort,BNI,Mandiri,0
278,3293,2713.0,17.45.62.239,Mobile,19:51:36,2015-07-23,Deposit,4292.23,1579.2299999999996,GB10HIWE97999813518718,GB49FIXU83841223258245,Smithview,Lynchfort,BRI,BCA,1
101,5657,3195.17,154.40.113.124,Mobile,16:31:58,2003-10-07,Transfer,2995.14,-200.0300000000002,GB41RCUR50771742654645,GB40GUSM06390221557956,Shawnmouth,Richardsborough,BCA,Mandiri,1
829,6732,6283.84,9.102.240.118,Tablet,15:42:03,1990-11-26,Transfer,8625.41,2341.5699999999997,GB33DELQ68475347221434,GB53BWYI77726638629874,Gonzalezberg,Port Jenniferstad,Mandiri,Mandiri,1
783,8085,12786.3,54.86.108.167,Tablet,21:58:06,1976-10-21,Purchase,12771.04,-15.2599999999984,GB53BZEV37159809504520,GB09JFJL27516761067161,Terrimouth,South Ronaldchester,BNI,BCA,1
764,3778,3666.97,161.135.144.209,Desktop,08:03:27,2022-02-26,Withdrawal,4776.71,1109.7400000000002,GB63QSZN74918302494940,GB72ITPP44100960307416,Craigtown,Ricemouth,BNI,BNI,1
1574,1084,2283.18,151.17.185.73,Tablet,21:46:55,1980-04-02,Purchase,9552.91,7269.73,GB88VRNH89512476624591,GB56HZQC01936300222495,Michaelton,Michaelton,BRI,BNI,0
657,2628,26958.79,43.197.242.23,Mobile,14:13:32,1986-09-04,Transfer,18182.19,-8776.600000000002,GB08ONSV60864159344915,GB21CMZY48976335797940,Kennedyport,North Jenniferville,Mandiri,Mandiri,1
895,6320,1460.74,69.203.157.44,Tablet,13:07:43,1994-08-20,Purchase,2151.86,691.1200000000001,GB44VZSU47585952253769,GB60FLUS60823989932993,Johnshire,New Katietown,BRI,BRI,1
117,8779,24781.98,185.234.62.83,Mobile,13:49:44,2006-12-29,Transfer,18903.41,-5878.57,GB64PYDM73188180996529,GB74IAIC05971454232754,Michaelland,Obrienville,BCA,CIMB,1
567,8349,503.93,217.55.229.28,Desktop,03:08:50,1971-12-09,Purchase,711.6,207.67000000000002,GB09OJYC99662807341652,GB92TJMA38999375074530,Gomezbury,Brianahaven,BRI,CIMB,1
85,8340,2591.68,155.29.35.162,Desktop,03:20:14,1983-12-16,Withdrawal,3055.27,463.59000000000015,GB32EMTX20277696601786,GB98KIRB42755846837551,East Jerryborough,Swansonton,BNI,BNI,1
1807,1435,3344.19,182.69.7.235,Mobile,11:37:38,2007-06-19,Withdrawal,11767.6,8423.41,GB04XFBV79866806956945,GB37FQUK40940096113529,Padillafort,Padillafort,BCA,BCA,0
458,4621,15959.23,65.37.236.196,Tablet,13:40:20,1979-04-26,Withdrawal,18384.08,2424.850000000002,GB86OTHF89434183088824,GB63CKSB38050538142250,Wadestad,East Ashleystad,Mandiri,BCA,1
896,5195,12474.71,101.213.126.9,Mobile,23:17:55,2006-08-06,Transfer,17811.91,5337.200000000001,GB86YFPH08021682311025,GB27QFBW99997745295037,Perezstad,Port Jamesfurt,CIMB,CIMB,1
981,1741,8154.43,10.30.197.13,Tablet,17:07:29,1983-09-08,Deposit,6310.29,-1844.1400000000003,GB78YOVT70758122688687,GB03EKAO68432032298082,Johnborough,Port Thomas,BRI,BRI,1
1398,6662,2073.2,35.124.221.33,Desktop,04:29:45,2006-08-04,Transfer,7062.33,4989.13,GB74OJZG99820101175806,GB45NQCZ09529960442199,Hillburgh,Hillburgh,BCA,BRI,0
1699,2947,1090.3,95.243.108.26,Desktop,17:58:09,2013-10-07,Deposit,10168.76,9078.460000000001,GB69YJJK55992400881637,GB82QJAS69477784402787,Veronicatown,Veronicatown,Mandiri,BNI,0
1701,4889,4450.38,116.112.71.109,Tablet,10:00:25,2016-06-06,Withdrawal,13920.39,9470.009999999998,GB09ECYD59603144349339,GB77ODVD47907620347495,New Sean,New Sean,Mandiri,BNI,0
1795,6603,275.52,32.245.32.120,Mobile,11:56:05,2009-10-12,Withdrawal,3237.39,2961.87,GB90QDTH93433850525547,GB42GSLZ93911774249830,North Stephanie,North Stephanie,Mandiri,BCA,0
1741,9405,3150.18,149.211.28.171,Mobile,19:04:23,2009-01-09,Transfer,9189.19,6039.01,GB28DEDG29159748692442,GB50POPO17736270694252,Kathrynville,Kathrynville,BNI,Mandiri,0
109,1624,17441.81,178.185.31.106,Desktop,12:19:31,2019-03-11,Purchase,19775.96,2334.149999999998,GB42OBPK72878691923855,GB15WAWW37166776709565,South Mercedes,Dustinburgh,BNI,BCA,1
1163,9644,1084.53,65.16.191.164,Mobile,22:43:16,2018-08-16,Purchase,5203.07,4118.54,GB20PKSL38413328826968,GB28YHMY80076718890614,Lake Monica,Lake Monica,BRI,Mandiri,0
1643,6734,632.56,68.97.249.44,Desktop,17:41:48,2012-11-24,Withdrawal,3472.07,2839.51,GB82MWQP07430261916839,GB37UJYH62551988880114,North Jasonland,North Jasonland,BRI,CIMB,0
859,8832,1655.7,70.200.153.197,Tablet,15:02:03,1982-12-21,Transfer,2669.95,1014.2499999999998,GB75AAEZ45881844372550,GB70GVVB39064383110473,West Michael,Sandovalmouth,Mandiri,Mandiri,1
